timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779038241498,27,GET /work random mode,200,OK,Load Users 1-4,text,true,,260,150,23,23,http://192.168.39.121:32240/work?mode=cpu&intensity=3,24,0,17
1779038241507,17,GET /work random mode,200,OK,Load Users 1-20,text,true,,261,151,23,23,http://192.168.39.121:32240/work?mode=cpu&intensity=10,16,0,7
1779038241504,22,GET /work random mode,200,OK,Load Users 1-13,text,true,,261,151,23,23,http://192.168.39.121:32240/work?mode=cpu&intensity=10,22,0,10
1779038241498,47,GET /work random mode,200,OK,Load Users 1-7,text,true,,447,152,24,24,http://192.168.39.121:32240/work?mode=mixed&intensity=3,47,0,17
1779038241518,28,GET /work random mode,200,OK,Load Users 1-5,text,true,,284,153,24,24,http://192.168.39.121:32240/work?mode=memory&intensity=3,28,0,1
1779038241498,58,GET /work random mode,200,OK,Load Users 1-10,text,true,,275,149,25,25,http://192.168.39.121:32240/work?mode=io&intensity=3,58,0,17
1779038241547,8,GET /work random mode,200,OK,Load Users 1-23,text,true,,260,150,25,25,http://192.168.39.121:32240/work?mode=cpu&intensity=6,8,0,0
1779038241498,62,GET /work random mode,200,OK,Load Users 1-19,text,true,,283,153,25,25,http://192.168.39.121:32240/work?mode=memory&intensity=9,62,0,17
1779038241498,79,GET /work random mode,200,OK,Load Users 1-17,text,true,,277,149,26,26,http://192.168.39.121:32240/work?mode=io&intensity=4,79,0,17
1779038241497,116,GET /work random mode,200,OK,Load Users 1-9,text,true,,277,149,27,27,http://192.168.39.121:32240/work?mode=io&intensity=5,116,0,17
1779038241548,69,GET /work random mode,200,OK,Load Users 1-2,text,true,,449,152,28,28,http://192.168.39.121:32240/work?mode=mixed&intensity=9,69,0,1
1779038241620,7,GET /work random mode,200,OK,Load Users 1-21,text,true,,260,150,28,28,http://192.168.39.121:32240/work?mode=cpu&intensity=3,7,0,1
1779038241533,97,GET /work random mode,200,OK,Load Users 1-18,text,true,,276,149,28,28,http://192.168.39.121:32240/work?mode=io&intensity=5,97,0,1
