timestamp,thread,endpoint,status_code,latency_ms
1779028138854,Load Users 1-6,GET /work random mode,200,44
1779028138854,Load Users 1-17,GET /work random mode,200,44
1779028138854,Load Users 1-19,GET /work random mode,200,60
1779028138873,Load Users 1-4,POST /batch mixed tasks,200,102
1779028138977,Load Users 1-6,GET /work random mode,200,3
1779028138854,Load Users 1-9,GET /work random mode,200,137
1779028138916,Load Users 1-12,GET /work random mode,200,77
1779028138853,Load Users 1-18,GET /work random mode,200,151
1779028138854,Load Users 1-1,POST /batch mixed tasks,200,163
1779028138874,Load Users 1-2,POST /batch mixed tasks,200,160
1779028138890,Load Users 1-3,POST /batch mixed tasks,200,145
1779028138894,Load Users 1-23,GET /work random mode,200,165
1779028139000,Load Users 1-29,GET /work random mode,200,64
1779028138854,Load Users 1-8,GET /work random mode,200,211
1779028138942,Load Users 1-24,GET /work random mode,200,127
1779028138854,Load Users 1-5,POST /batch mixed tasks,200,223
1779028138942,Load Users 1-26,POST /batch mixed tasks,200,137
1779028139044,Load Users 1-27,GET /work random mode,200,46
1779028138854,Load Users 1-10,POST /batch mixed tasks,200,240
1779028138875,Load Users 1-11,POST /batch mixed tasks,200,219
1779028138854,Load Users 1-14,POST /batch mixed tasks,200,243
1779028139067,Load Users 1-31,GET /work random mode,200,63
1779028139139,Load Users 1-26,GET /work random mode,200,11
1779028139116,Load Users 1-1,GET /work random mode,200,37
1779028138854,Load Users 1-7,POST /batch mixed tasks,200,302
1779028139003,Load Users 1-28,POST /batch mixed tasks,200,163
1779028139101,Load Users 1-23,GET /work random mode,200,66
1779028138961,Load Users 1-22,POST /batch mixed tasks,200,212
1779028139051,Load Users 1-4,GET /work random mode,200,128
1779028139115,Load Users 1-32,POST /batch mixed tasks,200,70
1779028138894,Load Users 1-13,POST /batch mixed tasks,200,301
1779028139213,Load Users 1-27,GET /work random mode,200,11
1779028139158,Load Users 1-10,GET /work random mode,200,66
1779028139213,Load Users 1-36,GET /work random mode,200,21
1779028139119,Load Users 1-24,POST /batch mixed tasks,200,134
1779028139191,Load Users 1-8,GET /work random mode,200,65
1779028138853,Load Users 1-20,POST /batch mixed tasks,200,405
1779028139241,Load Users 1-11,GET /work random mode,200,45
1779028139098,Load Users 1-6,POST /batch mixed tasks,200,191
1779028139085,Load Users 1-18,POST /batch mixed tasks,200,218
1779028139246,Load Users 1-31,GET /work random mode,200,78
1779028139184,Load Users 1-33,GET /work random mode,200,143
1779028139111,Load Users 1-3,POST /batch mixed tasks,200,223
1779028139272,Load Users 1-38,GET /work random mode,200,66
1779028139322,Load Users 1-42,GET /work random mode,200,20
1779028139234,Load Users 1-4,GET /work random mode,200,111
1779028138936,Load Users 1-25,POST /batch mixed tasks,200,409
1779028139198,Load Users 1-34,GET /work random mode,200,156
1779028139035,Load Users 1-30,POST /batch mixed tasks,200,320
1779028139360,Load Users 1-24,GET /work random mode,200,7
1779028139375,Load Users 1-47,GET /work random mode,200,2
1779028139013,Load Users 1-19,POST /batch mixed tasks,200,367
1779028138853,Load Users 1-21,POST /batch mixed tasks,200,529
1779028139369,Load Users 1-27,GET /work random mode,200,16
1779028139150,Load Users 1-35,GET /work random mode,200,243
1779028139260,Load Users 1-37,POST /batch mixed tasks,200,138
1779028139155,Load Users 1-29,GET /work random mode,200,256
1779028139272,Load Users 1-36,POST /batch mixed tasks,200,154
1779028139201,Load Users 1-14,POST /batch mixed tasks,200,226
1779028139329,Load Users 1-11,POST /batch mixed tasks,200,110
1779028139335,Load Users 1-10,GET /work random mode,200,109
1779028139419,Load Users 1-50,GET /work random mode,200,30
1779028139440,Load Users 1-31,GET /work random mode,200,10
1779028139184,Load Users 1-1,POST /batch mixed tasks,200,275
1779028139485,Load Users 1-10,GET /work random mode,200,5
1779028138854,Load Users 1-16,POST /batch mixed tasks,200,642
1779028138867,Load Users 1-15,POST /batch mixed tasks,200,631
1779028139322,Load Users 1-8,POST /batch mixed tasks,200,245
1779028139402,Load Users 1-42,POST /batch mixed tasks,200,165
1779028139263,Load Users 1-22,POST /batch mixed tasks,200,318
1779028139447,Load Users 1-34,POST /batch mixed tasks,200,141
1779028139227,Load Users 1-28,POST /batch mixed tasks,200,367
1779028139465,Load Users 1-27,GET /work random mode,200,138
1779028139311,Load Users 1-44,GET /work random mode,200,305
1779028139393,Load Users 1-6,GET /work random mode,200,227
1779028139263,Load Users 1-40,GET /work random mode,200,363
1779028139211,Load Users 1-5,POST /batch mixed tasks,200,426
1779028139403,Load Users 1-46,POST /batch mixed tasks,200,246
1779028139500,Load Users 1-21,POST /batch mixed tasks,200,158
1779028139476,Load Users 1-49,POST /batch mixed tasks,200,183
1779028139400,Load Users 1-18,POST /batch mixed tasks,200,262
1779028139474,Load Users 1-52,GET /work random mode,200,202
1779028139534,Load Users 1-29,GET /work random mode,200,147
1779028139656,Load Users 1-42,GET /work random mode,200,28
1779028139484,Load Users 1-31,GET /work random mode,200,227
1779028139101,Load Users 1-12,POST /batch mixed tasks,200,612
1779028139678,Load Users 1-61,GET /work random mode,200,40
1779028139008,Load Users 1-17,GET /work random mode,200,715
1779028139213,Load Users 1-39,GET /work random mode,200,511
1779028139420,Load Users 1-30,GET /work random mode,200,314
1779028139481,Load Users 1-51,GET /work random mode,200,275
1779028139756,Load Users 1-6,GET /work random mode,200,3
1779028139670,Load Users 1-58,GET /work random mode,200,91
1779028139572,Load Users 1-10,GET /work random mode,200,194
1779028139225,Load Users 1-26,POST /batch mixed tasks,200,542
1779028139312,Load Users 1-13,POST /batch mixed tasks,200,460
1779028139422,Load Users 1-4,POST /batch mixed tasks,200,363
1779028139529,Load Users 1-19,GET /work random mode,200,262
1779028139426,Load Users 1-3,POST /batch mixed tasks,200,425
1779028139602,Load Users 1-16,POST /batch mixed tasks,200,262
1779028139311,Load Users 1-41,POST /batch mixed tasks,200,555
1779028139124,Load Users 1-9,POST /batch mixed tasks,200,747
1779028139605,Load Users 1-55,POST /batch mixed tasks,200,279
1779028139488,Load Users 1-53,GET /work random mode,200,400
1779028139529,Load Users 1-37,GET /work random mode,200,359
1779028139533,Load Users 1-35,GET /work random mode,200,385
1779028139585,Load Users 1-50,POST /batch mixed tasks,200,351
1779028139658,Load Users 1-28,GET /work random mode,200,283
1779028139458,Load Users 1-47,GET /work random mode,200,483
1779028139447,Load Users 1-48,GET /work random mode,200,519
1779028139919,Load Users 1-19,GET /work random mode,200,60
1779028139724,Load Users 1-52,POST /batch mixed tasks,200,261
1779028139773,Load Users 1-65,GET /work random mode,200,239
1779028139539,Load Users 1-11,POST /batch mixed tasks,200,476
1779028139754,Load Users 1-67,POST /batch mixed tasks,200,271
1779028139527,Load Users 1-56,POST /batch mixed tasks,200,498
1779028139324,Load Users 1-45,POST /batch mixed tasks,200,702
1779028139870,Load Users 1-6,GET /work random mode,200,157
1779028139896,Load Users 1-16,GET /work random mode,200,134
1779028139396,Load Users 1-38,POST /batch mixed tasks,200,639
1779028140017,Load Users 1-50,GET /work random mode,200,20
1779028139484,Load Users 1-36,GET /work random mode,200,560
1779028139927,Load Users 1-3,GET /work random mode,200,131
1779028139985,Load Users 1-78,POST /batch mixed tasks,200,77
1779028139860,Load Users 1-72,GET /work random mode,200,204
1779028139836,Load Users 1-26,POST /batch mixed tasks,200,233
1779028139757,Load Users 1-17,POST /batch mixed tasks,200,332
1779028139681,Load Users 1-5,POST /batch mixed tasks,200,409
1779028139408,Load Users 1-33,GET /work random mode,200,684
1779028140086,Load Users 1-67,GET /work random mode,200,15
1779028139693,Load Users 1-59,POST /batch mixed tasks,200,411
1779028139688,Load Users 1-62,POST /batch mixed tasks,200,417
1779028139476,Load Users 1-25,GET /work random mode,200,630
1779028139729,Load Users 1-18,POST /batch mixed tasks,200,380
1779028139726,Load Users 1-34,GET /work random mode,200,393
1779028139268,Load Users 1-32,POST /batch mixed tasks,200,855
1779028139588,Load Users 1-1,GET /work random mode,200,539
1779028139674,Load Users 1-27,GET /work random mode,200,460
1779028139154,Load Users 1-2,GET /work random mode,200,981
1779028140015,Load Users 1-37,GET /work random mode,200,124
1779028139708,Load Users 1-40,POST /batch mixed tasks,200,433
1779028140109,Load Users 1-83,GET /work random mode,200,41
1779028139874,Load Users 1-10,POST /batch mixed tasks,200,278
1779028140098,Load Users 1-50,GET /work random mode,200,59
1779028139729,Load Users 1-44,GET /work random mode,200,433
1779028139581,Load Users 1-57,POST /batch mixed tasks,200,585
1779028139274,Load Users 1-23,POST /batch mixed tasks,200,913
1779028140031,Load Users 1-79,POST /batch mixed tasks,200,160
1779028139916,Load Users 1-70,GET /work random mode,200,290
1779028139899,Load Users 1-73,POST /batch mixed tasks,200,308
1779028139706,Load Users 1-60,POST /batch mixed tasks,200,516
1779028139975,Load Users 1-76,GET /work random mode,200,253
1779028139805,Load Users 1-66,GET /work random mode,200,438
1779028140209,Load Users 1-5,GET /work random mode,200,46
1779028139371,Load Users 1-20,GET /work random mode,200,894
1779028140231,Load Users 1-50,GET /work random mode,200,43
1779028140289,Load Users 1-44,GET /work random mode,200,19
1779028139793,Load Users 1-21,GET /work random mode,200,525
