timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779026745222,39,GET /work random mode,200,OK,Load Users 1-12,text,true,,260,150,25,25,http://192.168.39.166:32477/work?mode=cpu&intensity=8,35,0,18
1779026745230,31,GET /work random mode,200,OK,Load Users 1-21,text,true,,263,151,25,25,http://192.168.39.166:32477/work?mode=cpu&intensity=13,30,0,10
1779026745237,24,GET /work random mode,200,OK,Load Users 1-13,text,true,,261,150,25,25,http://192.168.39.166:32477/work?mode=cpu&intensity=5,24,0,3
1779026745226,35,GET /work random mode,200,OK,Load Users 1-18,text,true,,260,150,25,25,http://192.168.39.166:32477/work?mode=cpu&intensity=7,31,0,14
1779026745229,32,GET /work random mode,200,OK,Load Users 1-3,text,true,,262,151,25,25,http://192.168.39.166:32477/work?mode=cpu&intensity=11,30,0,11
1779026745222,46,GET /work random mode,200,OK,Load Users 1-8,text,true,,261,150,25,25,http://192.168.39.166:32477/work?mode=cpu&intensity=6,46,0,18
1779026745222,90,GET /work random mode,200,OK,Load Users 1-7,text,true,,283,153,27,27,http://192.168.39.166:32477/work?mode=memory&intensity=2,90,0,18
1779026745242,86,GET /work random mode,200,OK,Load Users 1-10,text,true,,447,152,28,28,http://192.168.39.166:32477/work?mode=mixed&intensity=2,86,0,1
1779026745366,10,GET /work random mode,200,OK,Load Users 1-7,text,true,,260,150,30,30,http://192.168.39.166:32477/work?mode=cpu&intensity=3,10,0,1
1779026745222,165,POST /batch mixed tasks,200,OK,Load Users 1-14,text,true,,515,285,31,31,http://192.168.39.166:32477/batch,165,0,23
1779026745230,197,GET /work random mode,200,OK,Load Users 1-20,text,true,,286,154,33,33,http://192.168.39.166:32477/work?mode=memory&intensity=13,197,0,10
1779026745257,190,POST /batch mixed tasks,200,OK,Load Users 1-11,text,true,,514,285,34,34,http://192.168.39.166:32477/batch,190,0,0
1779026745274,183,GET /work random mode,200,OK,Load Users 1-17,text,true,,451,152,35,35,http://192.168.39.166:32477/work?mode=mixed&intensity=9,183,0,1
1779026745303,216,POST /batch mixed tasks,200,OK,Load Users 1-24,text,true,,514,284,38,38,http://192.168.39.166:32477/batch,216,0,1
1779026745264,264,POST /batch mixed tasks,200,OK,Load Users 1-5,text,true,,515,284,38,38,http://192.168.39.166:32477/batch,263,0,1
1779026745275,263,POST /batch mixed tasks,200,OK,Load Users 1-1,text,true,,515,285,39,39,http://192.168.39.166:32477/batch,263,0,1
1779026745317,223,POST /batch mixed tasks,200,OK,Load Users 1-8,text,true,,514,284,39,39,http://192.168.39.166:32477/batch,223,0,1
1779026745258,316,GET /work random mode,200,OK,Load Users 1-23,text,true,,450,152,40,40,http://192.168.39.166:32477/work?mode=mixed&intensity=5,316,0,0
1779026745371,209,GET /work random mode,200,OK,Load Users 1-13,text,true,,277,149,41,41,http://192.168.39.166:32477/work?mode=io&intensity=3,209,0,0
1779026745296,289,POST /batch mixed tasks,200,OK,Load Users 1-3,text,true,,514,284,41,41,http://192.168.39.166:32477/batch,289,0,1
1779026745488,119,GET /work random mode,200,OK,Load Users 1-31,text,true,,448,152,42,42,http://192.168.39.166:32477/work?mode=mixed&intensity=2,119,0,1
1779026745283,355,GET /work random mode,200,OK,Load Users 1-15,text,true,,278,149,44,44,http://192.168.39.166:32477/work?mode=io&intensity=6,355,0,0
1779026745222,435,GET /work random mode,200,OK,Load Users 1-9,text,true,,278,149,44,44,http://192.168.39.166:32477/work?mode=io&intensity=7,434,0,18
1779026745576,135,GET /work random mode,200,OK,Load Users 1-24,text,true,,286,154,47,47,http://192.168.39.166:32477/work?mode=memory&intensity=10,135,0,0
1779026745222,530,POST /batch mixed tasks,200,OK,Load Users 1-2,text,true,,515,284,49,49,http://192.168.39.166:32477/batch,530,0,23
1779026745406,363,POST /batch mixed tasks,200,OK,Load Users 1-28,text,true,,516,285,50,50,http://192.168.39.166:32477/batch,362,0,1
1779026745222,579,POST /batch mixed tasks,200,OK,Load Users 1-4,text,true,,516,285,52,52,http://192.168.39.166:32477/batch,579,0,23
1779026745222,604,POST /batch mixed tasks,200,OK,Load Users 1-6,text,true,,517,285,53,53,http://192.168.39.166:32477/batch,604,0,23
1779026745272,557,POST /batch mixed tasks,200,OK,Load Users 1-22,text,true,,516,285,53,53,http://192.168.39.166:32477/batch,557,0,1
1779026745531,305,POST /batch mixed tasks,200,OK,Load Users 1-14,text,true,,515,284,53,53,http://192.168.39.166:32477/batch,305,0,1
1779026745726,133,GET /work random mode,200,OK,Load Users 1-46,text,true,,452,153,55,55,http://192.168.39.166:32477/work?mode=mixed&intensity=11,133,0,1
1779026745222,658,POST /batch mixed tasks,200,OK,Load Users 1-16,text,true,,516,284,56,56,http://192.168.39.166:32477/batch,658,0,23
1779026745229,664,POST /batch mixed tasks,200,OK,Load Users 1-19,text,true,,516,285,56,56,http://192.168.39.166:32477/batch,664,0,16
1779026745443,455,POST /batch mixed tasks,200,OK,Load Users 1-27,text,true,,515,284,57,57,http://192.168.39.166:32477/batch,455,0,1
1779026745485,440,GET /work random mode,200,OK,Load Users 1-29,text,true,,278,149,58,58,http://192.168.39.166:32477/work?mode=io&intensity=6,440,0,1
1779026745893,44,GET /work random mode,200,OK,Load Users 1-53,text,true,,260,150,59,59,http://192.168.39.166:32477/work?mode=cpu&intensity=2,44,0,0
1779026745845,117,GET /work random mode,200,OK,Load Users 1-24,text,true,,448,152,60,60,http://192.168.39.166:32477/work?mode=mixed&intensity=3,117,0,0
1779026745893,91,GET /work random mode,200,OK,Load Users 1-51,text,true,,263,151,61,61,http://192.168.39.166:32477/work?mode=cpu&intensity=14,91,0,1
1779026745700,287,GET /work random mode,200,OK,Load Users 1-3,text,true,,286,154,61,61,http://192.168.39.166:32477/work?mode=memory&intensity=10,287,0,1
1779026745401,590,GET /work random mode,200,OK,Load Users 1-25,text,true,,279,149,61,61,http://192.168.39.166:32477/work?mode=io&intensity=7,590,0,0
1779026745535,458,POST /batch mixed tasks,200,OK,Load Users 1-36,text,true,,515,284,61,61,http://192.168.39.166:32477/batch,458,0,0
1779026745882,142,GET /work random mode,200,OK,Load Users 1-2,text,true,,277,149,63,63,http://192.168.39.166:32477/work?mode=io&intensity=2,142,0,1
