sku_id,run_id,cpu,memory_mb,replicas,total_requests,success_requests,avg_latency_ms,avg_vm_watts,avg_host_watts,power_samples,endpoint
c8-r16g,20260406T200808Z,8,16384,32,614310,614310,17,835000,000000,48,333333,30,http://192.168.39.181:32195
