sku_id,run_id,cpu,memory_mb,replicas,total_requests,success_requests,avg_latency_ms,avg_vm_watts,avg_host_watts,power_samples,endpoint,run_dir
c4-r4g,20260406T194243Z,4,4096,12,603675,387843,19,776333,333333,53,000000,30,http://192.168.39.95:31888,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c4-r4g/20260406T194243Z
c4-r8g,20260406T194904Z,4,8192,16,599378,360857,19,768166,666667,48,166667,30,http://192.168.39.103:30821,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c4-r8g/20260406T194904Z
c4-r16g,20260406T195524Z,4,16384,16,598491,363916,19,840500,000000,53,833333,30,http://192.168.39.69:30916,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c4-r16g/20260406T195524Z
c8-r8g,20260406T200146Z,8,8192,24,621881,621881,17,810933,333333,60,933333,30,http://192.168.39.177:30426,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c8-r8g/20260406T200146Z
c8-r16g,20260406T200808Z,8,16384,32,614310,614310,17,835000,000000,48,333333,30,http://192.168.39.181:32195,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c8-r16g/20260406T200808Z
c8-r24g,20260406T201432Z,8,24576,32,617740,617740,17,687266,666667,50,600000,30,http://192.168.39.176:31522,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c8-r24g/20260406T201432Z
c16-r8g,20260406T202054Z,16,8192,24,608136,608136,17,574533,333333,51,200000,30,http://192.168.39.229:32476,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c16-r8g/20260406T202054Z
c16-r16g,20260406T202719Z,16,16384,49,606991,606991,17,349633,333333,46,300000,30,http://192.168.39.106:32441,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c16-r16g/20260406T202719Z
c16-r24g,20260406T203344Z,16,24576,64,606389,606389,17,824200,000000,54,200000,30,http://192.168.39.147:32590,/home/darius/licenta/RL-K8-Scheduler/iteration2/results/c16-r24g/20260406T203344Z
