timestamp,sample,host_pkg_joules,host_pkg_watts,vm_cpu_share,vm_attributed_watts,vm_pid
2026-05-17T02:43:46Z,1,855,85,85,585000,0,319357,27,332169,105251
2026-05-17T02:43:56Z,2,926,11,92,611000,0,382357,35,410464,105251
2026-05-17T02:44:06Z,3,926,37,92,637000,0,382750,35,456812,105251
2026-05-17T02:44:16Z,4,926,80,92,680000,0,386286,35,800986,105251
2026-05-17T02:44:26Z,5,899,60,89,960000,0,380643,34,242644,105251
2026-05-17T02:44:36Z,6,885,45,88,545000,0,351179,31,095145,105251
2026-05-17T02:44:46Z,7,924,85,92,485000,0,367250,33,965116,105251
2026-05-17T02:44:56Z,8,925,51,92,551000,0,380107,35,179283,105251
2026-05-17T02:45:06Z,9,927,94,92,794000,0,378607,35,132458,105251
2026-05-17T02:45:16Z,10,926,19,92,619000,0,369464,34,219386,105251
2026-05-17T02:45:26Z,11,925,94,92,594000,0,375929,34,808770,105251
2026-05-17T02:45:36Z,12,927,35,92,735000,0,388929,36,067331,105251
2026-05-17T02:45:46Z,13,926,31,92,631000,0,395321,36,618980,105251
2026-05-17T02:45:56Z,14,927,45,92,745000,0,381857,35,415327,105251
2026-05-17T02:46:06Z,15,926,20,92,620000,0,375071,34,739076,105251
2026-05-17T02:46:16Z,16,926,86,92,686000,0,382536,35,455732,105251
2026-05-17T02:46:26Z,17,925,63,92,563000,0,372250,34,456577,105251
2026-05-17T02:46:36Z,18,924,78,92,478000,0,383750,35,488432,105251
2026-05-17T02:46:47Z,19,926,76,92,676000,0,382357,35,435317,105251
2026-05-17T02:46:57Z,20,926,37,92,637000,0,394964,36,588280,105251
2026-05-17T02:47:07Z,21,926,99,92,699000,0,391786,36,318170,105251
2026-05-17T02:47:17Z,22,924,64,92,464000,0,387250,35,806684,105251
2026-05-17T02:47:27Z,23,924,94,92,494000,0,372036,34,411098,105251
2026-05-17T02:47:37Z,24,925,82,92,582000,0,367821,34,053604,105251
2026-05-17T02:47:47Z,25,927,75,92,775000,0,379679,35,224719,105251
2026-05-17T02:47:57Z,26,928,10,92,810000,0,376571,34,949555,105251
2026-05-17T02:48:07Z,27,927,37,92,737000,0,389000,36,074693,105251
2026-05-17T02:48:17Z,28,815,86,81,586000,0,332714,27,144804,105251
2026-05-17T02:48:27Z,29,927,15,92,715000,0,376286,34,887356,105251
2026-05-17T02:48:37Z,30,926,82,92,682000,0,377643,35,000709,105251
