timestamp,sample,host_pkg_joules,host_pkg_watts,vm_cpu_share,vm_attributed_watts,vm_pid
2026-05-17T01:37:53Z,1,760,33,76,033000,0,248964,18,929480,89471
2026-05-17T01:38:03Z,2,794,70,79,470000,0,293214,23,301717,89471
2026-05-17T01:38:13Z,3,802,37,80,237000,0,296964,23,827500,89471
2026-05-17T01:38:23Z,4,832,33,83,233000,0,295929,24,631058,89471
2026-05-17T01:38:33Z,5,827,67,82,767000,0,294321,24,360066,89471
2026-05-17T01:38:43Z,6,817,74,81,774000,0,294786,24,105830,89471
2026-05-17T01:38:53Z,7,818,50,81,850000,0,294179,24,078551,89471
2026-05-17T01:39:03Z,8,824,61,82,461000,0,292250,24,099227,89471
2026-05-17T01:39:13Z,9,823,55,82,355000,0,291571,24,012330,89471
2026-05-17T01:39:23Z,10,819,82,81,982000,0,292143,23,950467,89471
2026-05-17T01:39:34Z,11,829,37,82,937000,0,289321,23,995416,89471
2026-05-17T01:39:44Z,12,818,35,81,835000,0,293107,23,986411,89471
2026-05-17T01:39:54Z,13,825,53,82,553000,0,295214,24,370801,89471
2026-05-17T01:40:04Z,14,820,34,82,034000,0,291786,23,936373,89471
2026-05-17T01:40:14Z,15,827,42,82,742000,0,294143,24,337980,89471
2026-05-17T01:40:24Z,16,824,65,82,465000,0,295750,24,389024,89471
2026-05-17T01:40:34Z,17,823,82,82,382000,0,291857,24,043763,89471
2026-05-17T01:40:44Z,18,821,10,82,110000,0,291036,23,896966,89471
2026-05-17T01:40:54Z,19,831,47,83,147000,0,292000,24,278924,89471
2026-05-17T01:41:04Z,20,824,37,82,437000,0,291429,24,024532,89471
2026-05-17T01:41:14Z,21,833,30,83,330000,0,289964,24,162700,89471
2026-05-17T01:41:24Z,22,823,75,82,375000,0,290393,23,921123,89471
2026-05-17T01:41:34Z,23,822,06,82,206000,0,295893,24,324180,89471
2026-05-17T01:41:44Z,24,823,58,82,358000,0,292893,24,122082,89471
2026-05-17T01:41:54Z,25,829,29,82,929000,0,296893,24,621040,89471
2026-05-17T01:42:04Z,26,824,46,82,446000,0,293714,24,215544,89471
2026-05-17T01:42:14Z,27,821,95,82,195000,0,295964,24,326761,89471
2026-05-17T01:42:24Z,28,802,16,80,216000,0,292964,23,500400,89471
2026-05-17T01:42:34Z,29,817,00,81,700000,0,292107,23,865142,89471
2026-05-17T01:42:44Z,30,817,11,81,711000,0,290214,23,713676,89471
