timestamp,sample,host_pkg_joules,host_pkg_watts,vm_cpu_share,vm_attributed_watts,vm_pid
2026-04-06T20:15:53Z,1,929,87,92,987000,0,180679,16,800798,261357
2026-04-06T20:16:03Z,2,929,63,92,963000,0,179286,16,666964,261357
2026-04-06T20:16:13Z,3,930,08,93,008000,0,179107,16,658384,261357
2026-04-06T20:16:23Z,4,930,00,93,000000,0,164750,15,321750,261357
2026-04-06T20:16:33Z,5,930,40,93,040000,0,163464,15,208691,261357
2026-04-06T20:16:43Z,6,929,96,92,996000,0,162714,15,131751,261357
2026-04-06T20:16:53Z,7,929,69,92,969000,0,174000,16,176606,261357
2026-04-06T20:17:03Z,8,929,46,92,946000,0,179607,16,693752,261357
2026-04-06T20:17:13Z,9,929,07,92,907000,0,178679,16,600530,261357
2026-04-06T20:17:23Z,10,929,44,92,944000,0,171750,15,963132,261357
2026-04-06T20:17:33Z,11,930,10,93,010000,0,163500,15,207135,261357
2026-04-06T20:17:43Z,12,930,17,93,017000,0,163464,15,204931,261357
2026-04-06T20:17:53Z,13,929,68,92,968000,0,167643,15,585434,261357
2026-04-06T20:18:03Z,14,929,56,92,956000,0,179250,16,662363,261357
2026-04-06T20:18:13Z,15,929,87,92,987000,0,181964,16,920286,261357
2026-04-06T20:18:23Z,16,929,81,92,981000,0,177071,16,464239,261357
2026-04-06T20:18:34Z,17,929,92,92,992000,0,163429,15,197590,261357
2026-04-06T20:18:44Z,18,929,88,92,988000,0,162643,15,123847,261357
2026-04-06T20:18:54Z,19,929,50,92,950000,0,165679,15,399863,261357
2026-04-06T20:19:04Z,20,929,62,92,962000,0,174821,16,251710,261357
2026-04-06T20:19:14Z,21,922,49,92,249000,0,176607,16,291819,261357
2026-04-06T20:19:24Z,22,930,11,93,011000,0,178214,16,575862,261357
2026-04-06T20:19:34Z,23,930,01,93,001000,0,167571,15,584271,261357
2026-04-06T20:19:44Z,24,929,72,92,972000,0,162250,15,084707,261357
2026-04-06T20:19:54Z,25,929,67,92,967000,0,165857,15,419228,261357
2026-04-06T20:20:04Z,26,929,62,92,962000,0,168964,15,707231,261357
2026-04-06T20:20:14Z,27,929,61,92,961000,0,178714,16,613432,261357
2026-04-06T20:20:24Z,28,929,39,92,939000,0,178143,16,556432,261357
2026-04-06T20:20:34Z,29,927,49,92,749000,0,173286,16,072103,261357
2026-04-06T20:20:44Z,30,792,36,79,236000,0,136536,10,818566,261357
